user_id,age,gender
9744,0-19,female
9745,0-19,undefined
9746,50-up,female
9747,50-up,male
9748,50-up,female
9749,20-49,female
9750,50-up,male
9751,50-up,undefined
9752,0-19,male
9753,50-up,female
9754,0-19,male
9755,0-19,female
9756,50-up,male
9757,0-19,male
9758,0-19,undefined
9759,0-19,female
9760,50-up,male
9761,20-49,female
9762,0-19,female
9763,50-up,undefined
9764,50-up,male
9765,50-up,female
9766,50-up,female
9767,0-19,male
9768,50-up,male
9769,20-49,female
9770,50-up,female
9771,0-19,female
9772,50-up,female
9773,50-up,female
9774,20-49,male
9775,20-49,female
9776,0-19,undefined
9777,0-19,male
9778,20-49,male
9779,50-up,male
9780,50-up,male
9781,50-up,male
9782,20-49,male
9783,0-19,undefined
9784,0-19,female
9785,20-49,undefined
9786,50-up,female
9787,0-19,female
9788,50-up,male
9789,0-19,female
9790,0-19,female
9791,50-up,male
9792,0-19,female
9793,50-up,female
9794,50-up,female
9795,50-up,female
9796,50-up,female
9797,0-19,female
9798,0-19,female
9799,50-up,male
9800,20-49,male
9801,0-19,female
9802,50-up,undefined
9803,0-19,female
9804,0-19,male
9805,20-49,male
9806,0-19,male
9807,50-up,male
9808,0-19,female
9809,50-up,female
9810,50-up,male
9811,50-up,female
9812,0-19,female
9813,0-19,male
9814,50-up,undefined
9815,20-49,male
9816,0-19,female
9817,20-49,undefined
9818,0-19,female
9819,50-up,female
9820,0-19,male
9821,0-19,undefined
9822,0-19,female
9823,20-49,female
9824,0-19,male
9825,50-up,male
9826,50-up,male
9827,50-up,female
9828,0-19,male
9829,0-19,female
9830,20-49,female
9831,0-19,male
9832,20-49,undefined
9833,50-up,female
9834,50-up,undefined
9835,0-19,undefined
9836,20-49,male
9837,50-up,male
9838,50-up,undefined
9839,50-up,female
9840,50-up,female
9841,20-49,female
9842,0-19,undefined
9843,50-up,male
9844,0-19,undefined
9845,50-up,male
9846,20-49,undefined
9847,20-49,male
9848,50-up,undefined
9849,0-19,male
9850,50-up,male
9851,0-19,female
9852,20-49,male
9853,20-49,female
9854,0-19,undefined
9855,50-up,undefined
9856,0-19,male
9857,0-19,female
9858,0-19,female
9859,50-up,female
9860,0-19,male
9861,20-49,male
9862,50-up,female
9863,50-up,undefined
9864,20-49,undefined
9865,0-19,male
9866,0-19,male
9867,0-19,female
9868,50-up,female
9869,50-up,undefined
9870,0-19,female
9871,0-19,female
9872,50-up,male
9873,0-19,undefined
9874,50-up,female
9875,20-49,undefined
9876,50-up,female
9877,50-up,female
9878,0-19,female
9879,50-up,male
9880,50-up,female
9881,50-up,male
9882,0-19,male
9883,0-19,male
9884,50-up,female
9885,50-up,male
9886,0-19,male
9887,50-up,male
9888,50-up,female
9889,20-49,female
9890,20-49,female
9891,0-19,male
9892,0-19,female
9893,0-19,male
9894,20-49,male
9895,0-19,undefined
9896,50-up,male
9897,50-up,female
9898,50-up,undefined
9899,50-up,female
9900,0-19,female
9901,0-19,male
9902,0-19,female
9903,20-49,male
9904,0-19,male
9905,50-up,female
9906,50-up,female
9907,0-19,female
9908,0-19,female
9909,50-up,male
9910,50-up,female
9911,0-19,male
9912,0-19,male
9913,50-up,male
9914,0-19,female
9915,50-up,female
9916,50-up,undefined
9917,50-up,female
9918,0-19,male
9919,50-up,female
9920,0-19,male
9921,50-up,male
9922,50-up,male
9923,0-19,undefined
9924,50-up,female
9925,0-19,male
9926,50-up,female
9927,50-up,male
9928,0-19,undefined
9929,20-49,female
9930,50-up,female
9931,0-19,male
9932,50-up,female
9933,50-up,female
9934,0-19,female
9935,50-up,male
9936,0-19,undefined
9937,50-up,male
9938,0-19,male
9939,20-49,female
9940,50-up,undefined
9941,0-19,undefined
9942,50-up,male
9943,50-up,male
9944,0-19,undefined
9945,50-up,male
9946,50-up,male
9947,50-up,undefined
9948,50-up,male
9949,0-19,female
9950,20-49,male
9951,20-49,male
9952,50-up,male
9953,0-19,female
9954,0-19,female
9955,0-19,female
9956,0-19,female
9957,0-19,female
9958,20-49,male
9959,0-19,female
9960,20-49,male
9961,0-19,undefined
9962,50-up,undefined
9963,0-19,female
9964,50-up,male
9965,0-19,female
9966,0-19,male
9967,50-up,male
9968,50-up,male
9969,0-19,undefined
9970,20-49,male
9971,50-up,female
9972,0-19,female
9973,20-49,male
9974,0-19,male
9975,0-19,male
9976,20-49,female
9977,50-up,undefined
9978,50-up,male
9979,20-49,female
9980,0-19,female
9981,0-19,male
9982,0-19,female
9983,50-up,male
9984,0-19,male
9985,0-19,female
9986,50-up,female
9987,0-19,undefined
9988,50-up,female
9989,0-19,female
9990,50-up,female
9991,0-19,female
9992,0-19,male
9993,50-up,male
9994,0-19,male
9995,20-49,female
9996,50-up,male
9997,0-19,female
9998,0-19,female
9999,0-19,male
10000,20-49,female
10001,0-19,male
10002,0-19,male
10003,0-19,female
10004,50-up,female
10005,0-19,male
10006,50-up,undefined
10007,50-up,female
10008,50-up,female
10009,20-49,undefined
10010,20-49,undefined
10011,50-up,male
10012,50-up,female
10013,0-19,female
10014,50-up,female
10015,0-19,undefined
10016,0-19,male
10017,50-up,undefined
10018,50-up,undefined
10019,50-up,male
10020,0-19,undefined
10021,0-19,female
10022,0-19,male
10023,20-49,undefined
10024,50-up,undefined
10025,0-19,female
10026,50-up,undefined
10027,50-up,male
10028,50-up,undefined
10029,50-up,undefined
10030,0-19,male
10031,50-up,male
10032,0-19,undefined
10033,0-19,undefined
10034,50-up,male
10035,20-49,female
10036,0-19,male
10037,50-up,male
10038,0-19,female
10039,50-up,undefined
10040,0-19,female
10041,0-19,undefined
10042,20-49,male
10043,50-up,undefined
10044,0-19,undefined
10045,50-up,male
10046,20-49,undefined
10047,50-up,female
10048,50-up,male
10049,0-19,female
10050,0-19,female
10051,0-19,female
10052,0-19,male
10053,0-19,undefined
10054,20-49,female
10055,50-up,male
10056,0-19,female
10057,0-19,female
10058,20-49,male
10059,0-19,undefined
10060,0-19,undefined
10061,0-19,male
10062,50-up,male
10063,50-up,male
10064,50-up,male
10065,50-up,female
10066,0-19,female
10067,0-19,male
10068,50-up,male
10069,50-up,female
10070,0-19,female
10071,50-up,female
10072,0-19,female
10073,0-19,female
10074,0-19,undefined
10075,0-19,male
10076,0-19,male
10077,0-19,female
10078,0-19,female
10079,20-49,undefined
10080,0-19,female
10081,0-19,male
10082,20-49,male
10083,0-19,female
10084,0-19,male
10085,0-19,female
10086,50-up,male
10087,50-up,male
10088,20-49,male
10089,0-19,male
10090,50-up,male
10091,0-19,male
10092,0-19,male
10093,50-up,undefined
10094,50-up,undefined
10095,50-up,male
10096,0-19,male
10097,20-49,male
10098,50-up,male
10099,50-up,male
10100,50-up,male
10101,0-19,male
10102,0-19,undefined
10103,50-up,male
10104,50-up,male
10105,0-19,male
10106,0-19,undefined
10107,0-19,female
10108,20-49,male
10109,0-19,male
10110,0-19,female
10111,0-19,undefined
10112,0-19,male
10113,50-up,male
10114,0-19,undefined
10115,20-49,female
10116,0-19,undefined
10117,0-19,male
10118,50-up,female
10119,50-up,male
10120,50-up,male
10121,0-19,male
10122,20-49,male
10123,0-19,female
10124,20-49,female
10125,50-up,female
10126,50-up,female
10127,50-up,undefined
10128,50-up,female
10129,0-19,male
10130,0-19,female
10131,0-19,undefined
10132,50-up,undefined
10133,20-49,male
10134,0-19,female
10135,20-49,female
10136,50-up,undefined
10137,0-19,female
10138,20-49,male
10139,0-19,undefined
10140,50-up,male
10141,20-49,male
10142,0-19,male
10143,0-19,undefined
10144,20-49,male
10145,50-up,female
10146,0-19,undefined
10147,0-19,female
10148,50-up,male
10149,50-up,male
10150,50-up,male
10151,0-19,female
10152,20-49,female
10153,0-19,male
10154,0-19,female
10155,0-19,undefined
10156,0-19,male
10157,0-19,undefined
10158,0-19,undefined
10159,20-49,female
10160,50-up,female
10161,0-19,undefined
10162,50-up,male
10163,0-19,male
10164,0-19,female
10165,20-49,male
10166,0-19,female
10167,20-49,undefined
10168,50-up,female
10169,20-49,male
10170,50-up,male
10171,50-up,female
10172,0-19,female
10173,50-up,female
10174,50-up,male
10175,20-49,male
10176,0-19,male
10177,0-19,female
10178,20-49,female
10179,20-49,male
10180,20-49,female
10181,50-up,undefined
10182,0-19,female
10183,50-up,male
10184,0-19,undefined
10185,50-up,female
10186,50-up,male
10187,20-49,female
10188,0-19,male
10189,0-19,male
10190,0-19,undefined
10191,0-19,male
10192,0-19,female
10193,0-19,male
10194,50-up,male
10195,20-49,male
10196,0-19,female
10197,20-49,male
10198,0-19,undefined
10199,0-19,female
10200,20-49,female
10201,50-up,undefined
10202,0-19,male
10203,0-19,female
10204,20-49,female
10205,20-49,male
10206,0-19,female
10207,50-up,female
10208,50-up,male
10209,20-49,female
10210,0-19,male
10211,0-19,female
10212,50-up,male
10213,50-up,male
10214,0-19,male
10215,0-19,female
10216,50-up,male
10217,20-49,female
10218,50-up,male
10219,0-19,undefined
10220,50-up,male
10221,50-up,male
10222,0-19,male
10223,0-19,undefined
10224,50-up,male
10225,50-up,undefined
10226,50-up,undefined
10227,0-19,male
10228,0-19,female
10229,20-49,male
10230,0-19,female
10231,0-19,undefined
10232,0-19,female
10233,20-49,female
10234,0-19,male
10235,0-19,female
10236,20-49,male
10237,0-19,male
10238,0-19,female
10239,0-19,male
10240,0-19,female
10241,50-up,male
10242,50-up,female
10243,0-19,male
10244,0-19,female
10245,0-19,undefined
10246,0-19,male
10247,0-19,undefined
10248,0-19,female
10249,0-19,female
10250,0-19,female
10251,50-up,female
10252,50-up,undefined
10253,0-19,female
10254,0-19,female
10255,50-up,male
10256,50-up,female
10257,50-up,female
10258,0-19,male
10259,20-49,undefined
10260,0-19,male
10261,50-up,male
10262,0-19,male
10263,50-up,male
10264,50-up,female
10265,20-49,female
10266,0-19,undefined
10267,50-up,undefined
10268,20-49,female
10269,0-19,female
10270,50-up,undefined
10271,20-49,male
10272,50-up,undefined
10273,20-49,female
10274,50-up,female
10275,0-19,male
10276,0-19,female
10277,0-19,undefined
10278,0-19,female
10279,0-19,undefined
10280,0-19,female
10281,50-up,female
10282,20-49,female
10283,0-19,female
10284,0-19,female
10285,50-up,undefined
10286,50-up,male
10287,50-up,female
10288,50-up,male
10289,50-up,female
10290,0-19,undefined
10291,20-49,undefined
10292,50-up,undefined
10293,50-up,male
10294,0-19,male
10295,0-19,male
10296,50-up,female
10297,20-49,male
10298,0-19,undefined
10299,0-19,undefined
10300,50-up,male
10301,0-19,female
10302,0-19,female
10303,50-up,male
10304,20-49,female
10305,20-49,undefined
10306,50-up,male
10307,50-up,female
10308,0-19,female
10309,50-up,female
10310,50-up,male
10311,0-19,female
10312,50-up,female
10313,50-up,female
10314,50-up,female
10315,20-49,male
10316,0-19,male
10317,20-49,undefined
10318,50-up,undefined
10319,0-19,male
10320,20-49,undefined
10321,50-up,female
10322,0-19,female
10323,20-49,male
10324,0-19,undefined
10325,50-up,male
10326,50-up,male
10327,0-19,female
10328,0-19,female
10329,0-19,female
10330,0-19,male
10331,50-up,male
10332,0-19,male
10333,0-19,female
10334,50-up,male
10335,0-19,female
10336,0-19,female
10337,20-49,male
10338,0-19,female
10339,20-49,female
10340,0-19,female
10341,50-up,male
10342,50-up,female
10343,0-19,undefined
10344,20-49,female
10345,50-up,female
10346,50-up,undefined
10347,0-19,male
10348,50-up,male
10349,50-up,male
10350,20-49,female
10351,50-up,male
10352,0-19,male
10353,20-49,female
10354,0-19,undefined
10355,0-19,male
10356,50-up,male
10357,20-49,male
10358,0-19,female
10359,50-up,undefined
10360,0-19,male
10361,0-19,male
10362,20-49,male
10363,0-19,male
10364,50-up,female
10365,50-up,male
10366,0-19,male
10367,0-19,female
10368,0-19,undefined
10369,50-up,undefined
10370,50-up,female
10371,50-up,female
10372,0-19,female
10373,50-up,female
10374,0-19,male
10375,20-49,male
10376,0-19,undefined
10377,0-19,female
10378,50-up,female
10379,50-up,female
10380,0-19,male
10381,0-19,male
10382,50-up,male
10383,0-19,female
10384,0-19,undefined
10385,0-19,male
10386,0-19,undefined
10387,50-up,undefined
10388,50-up,female
10389,50-up,undefined
10390,0-19,male
10391,20-49,female
10392,0-19,female
10393,50-up,undefined
10394,0-19,male
10395,0-19,female
10396,50-up,male
10397,20-49,male
10398,20-49,female
10399,0-19,female
10400,50-up,undefined
10401,50-up,female
10402,0-19,male
10403,0-19,undefined
10404,0-19,male
10405,0-19,female
10406,50-up,female
10407,20-49,male
10408,0-19,female
10409,20-49,female
10410,0-19,female
10411,50-up,female
10412,0-19,female
10413,50-up,female
10414,20-49,female
10415,20-49,undefined
10416,50-up,male
10417,50-up,undefined
10418,50-up,undefined
10419,50-up,female
10420,0-19,female
10421,50-up,male
10422,20-49,male
10423,50-up,female
10424,50-up,male
10425,0-19,male
10426,0-19,female
10427,50-up,male
10428,0-19,female
10429,50-up,undefined
10430,20-49,female
10431,20-49,female
10432,0-19,male
10433,0-19,female
10434,0-19,undefined
10435,0-19,male
10436,0-19,female
10437,0-19,female
10438,0-19,female
10439,20-49,female
10440,0-19,undefined
10441,0-19,female
10442,50-up,male
10443,50-up,undefined
10444,50-up,male
10445,0-19,male
10446,0-19,undefined
10447,20-49,female
10448,50-up,female
10449,0-19,undefined
10450,50-up,undefined
10451,0-19,undefined
10452,50-up,female
10453,50-up,female
10454,0-19,female
10455,50-up,undefined
10456,0-19,male
10457,0-19,female
10458,50-up,female
10459,0-19,male
10460,20-49,female
10461,0-19,female
10462,20-49,female
10463,20-49,female
10464,20-49,female
10465,50-up,female
10466,20-49,female
10467,0-19,male
10468,20-49,male
10469,50-up,female
10470,0-19,female
10471,50-up,undefined
10472,50-up,female
10473,0-19,female
10474,50-up,female
10475,0-19,male
10476,20-49,male
10477,20-49,female
10478,50-up,male
10479,0-19,male
10480,20-49,female
10481,0-19,male
10482,0-19,undefined
10483,0-19,female
10484,50-up,female
10485,20-49,undefined
10486,20-49,male
10487,0-19,male
10488,0-19,male
10489,50-up,undefined
10490,0-19,male
10491,0-19,male
10492,0-19,male
10493,0-19,male
10494,0-19,female
10495,50-up,undefined
10496,0-19,female
10497,20-49,female
10498,0-19,female
10499,0-19,male
10500,0-19,female
10501,50-up,female
10502,0-19,female
10503,20-49,undefined
10504,50-up,male
10505,0-19,female
10506,0-19,male
10507,0-19,male
10508,20-49,female
10509,20-49,male
10510,50-up,female
10511,0-19,male
10512,0-19,undefined
10513,0-19,undefined
10514,0-19,male
10515,0-19,female
10516,0-19,male
10517,0-19,female
10518,0-19,male
10519,0-19,female
10520,0-19,female
10521,0-19,female
10522,50-up,male
10523,0-19,female
10524,0-19,male
10525,0-19,male
10526,0-19,female
10527,0-19,undefined
10528,20-49,female
10529,0-19,male
10530,50-up,undefined
10531,0-19,female
10532,20-49,female
10533,0-19,male
10534,50-up,male
10535,0-19,male
10536,50-up,female
10537,50-up,female
10538,50-up,female
10539,50-up,undefined
10540,20-49,undefined
10541,0-19,female
10542,20-49,male
10543,0-19,male
10544,50-up,male
10545,0-19,female
10546,20-49,undefined
10547,50-up,male
10548,0-19,female
10549,0-19,female
10550,0-19,female
10551,0-19,male
10552,0-19,male
10553,0-19,female
10554,50-up,male
10555,0-19,undefined
10556,20-49,male
10557,50-up,undefined
10558,50-up,male
10559,50-up,male
10560,0-19,female
10561,0-19,female
10562,20-49,female
10563,0-19,female
10564,50-up,female
10565,20-49,female
10566,50-up,female
10567,20-49,male
10568,50-up,undefined
10569,50-up,female
10570,0-19,male
10571,50-up,female
10572,50-up,female
10573,50-up,female
10574,20-49,male
10575,0-19,undefined
10576,0-19,undefined
10577,50-up,male
10578,20-49,female
10579,50-up,female
10580,0-19,male
10581,20-49,male
10582,0-19,male
10583,0-19,female
10584,0-19,undefined
10585,0-19,female
10586,0-19,male
10587,50-up,undefined
10588,20-49,male
10589,50-up,female
10590,50-up,male
10591,0-19,female
10592,50-up,undefined
10593,20-49,female
10594,50-up,female
10595,50-up,female
10596,0-19,undefined
10597,0-19,female
10598,0-19,undefined
10599,50-up,female
10600,50-up,male
10601,20-49,female
10602,0-19,male
10603,0-19,female
10604,0-19,male
10605,50-up,male
10606,50-up,male
10607,0-19,female
10608,50-up,male
10609,50-up,male
10610,50-up,male
10611,50-up,undefined
10612,50-up,undefined
10613,0-19,male
10614,0-19,undefined
10615,0-19,male
10616,50-up,male
10617,50-up,male
10618,0-19,undefined
10619,0-19,undefined
10620,50-up,male
10621,0-19,female
10622,0-19,undefined
10623,0-19,male
10624,50-up,male
10625,50-up,male
10626,50-up,undefined
10627,0-19,male
10628,0-19,male
10629,0-19,female
10630,0-19,male
10631,0-19,male
10632,20-49,female
10633,0-19,male
10634,50-up,undefined
10635,50-up,male
10636,0-19,female
10637,50-up,male
10638,20-49,male
10639,50-up,female
10640,50-up,male
10641,50-up,male
10642,50-up,female
10643,50-up,male
10644,20-49,male
10645,50-up,undefined
10646,0-19,undefined
10647,0-19,undefined
10648,50-up,female
10649,0-19,male
10650,0-19,undefined
10651,50-up,female
10652,0-19,female
10653,0-19,female
10654,0-19,female
10655,50-up,female
10656,50-up,undefined
10657,50-up,male
10658,0-19,undefined
10659,0-19,female
10660,50-up,female
10661,0-19,undefined
10662,50-up,male
10663,0-19,male
10664,0-19,undefined
10665,20-49,female
10666,20-49,undefined
10667,20-49,female
10668,50-up,female
10669,0-19,undefined
10670,0-19,male
10671,20-49,male
10672,0-19,male
10673,0-19,male
10674,50-up,undefined
10675,0-19,female
10676,0-19,male
10677,20-49,female
10678,0-19,male
10679,0-19,undefined
10680,20-49,male
10681,20-49,male
10682,0-19,female
10683,50-up,undefined
10684,50-up,female
10685,0-19,female
10686,0-19,male
10687,0-19,male
10688,20-49,male
10689,50-up,female
10690,0-19,female
10691,0-19,male
10692,50-up,undefined
10693,0-19,female
10694,0-19,male
10695,50-up,female
10696,50-up,male
10697,50-up,male
10698,0-19,undefined
10699,50-up,undefined
10700,0-19,male
10701,20-49,female
10702,50-up,male
10703,50-up,female
10704,50-up,male
10705,0-19,male
10706,0-19,male
10707,50-up,female
10708,0-19,undefined
10709,50-up,undefined
10710,20-49,female
10711,50-up,undefined
10712,0-19,female
10713,50-up,male
10714,0-19,female
10715,0-19,undefined
10716,50-up,male
10717,50-up,male
10718,0-19,male
10719,0-19,female
10720,50-up,male
10721,50-up,female
10722,0-19,female
10723,20-49,female
10724,50-up,male
10725,50-up,undefined
10726,50-up,male
10727,0-19,female
10728,50-up,male
10729,0-19,female
10730,0-19,male
10731,0-19,male
10732,0-19,undefined
10733,0-19,male
10734,0-19,female
10735,0-19,female
10736,50-up,undefined
10737,0-19,male
10738,0-19,female
10739,0-19,female
10740,20-49,male
10741,0-19,female
10742,0-19,male
10743,0-19,undefined
10744,0-19,female
10745,50-up,male
10746,50-up,male
10747,0-19,female
10748,50-up,undefined
10749,0-19,male
10750,50-up,female
10751,0-19,male
10752,0-19,male
10753,0-19,male
10754,50-up,undefined
10755,50-up,male
10756,0-19,undefined
10757,0-19,undefined
10758,50-up,undefined
10759,0-19,undefined
10760,0-19,female
10761,50-up,female
10762,0-19,male
10763,20-49,male
10764,50-up,undefined
10765,20-49,male
10766,20-49,male
10767,50-up,female
10768,20-49,undefined
10769,50-up,male
10770,0-19,male
10771,0-19,male
10772,0-19,female
10773,0-19,undefined
10774,0-19,female
10775,0-19,male
10776,50-up,female
10777,0-19,male
10778,0-19,female
10779,0-19,male
10780,0-19,undefined
10781,0-19,undefined
10782,20-49,female
10783,20-49,female
10784,20-49,male
10785,0-19,male
10786,50-up,male
10787,20-49,undefined
10788,0-19,undefined
10789,0-19,male
10790,0-19,male
10791,0-19,male
10792,0-19,male
10793,0-19,female
10794,20-49,male
10795,0-19,male
10796,50-up,female
10797,0-19,male
10798,0-19,female
10799,0-19,male
10800,0-19,female
10801,0-19,male
10802,50-up,female
10803,50-up,male
10804,50-up,male
10805,50-up,male
10806,50-up,female
10807,20-49,female
10808,20-49,male
10809,50-up,female
10810,50-up,female
10811,50-up,male
10812,50-up,male
10813,50-up,female
10814,0-19,female
10815,50-up,female
10816,0-19,male
10817,0-19,male
10818,0-19,male
10819,0-19,female
10820,50-up,male
10821,50-up,male
10822,0-19,male
10823,0-19,undefined
10824,0-19,undefined
10825,0-19,female
10826,50-up,male
10827,0-19,male
10828,20-49,undefined
10829,50-up,male
10830,0-19,undefined
10831,0-19,undefined
10832,0-19,female
10833,50-up,male
10834,0-19,female
10835,50-up,female
10836,0-19,undefined
10837,0-19,male
10838,0-19,female
10839,0-19,undefined
10840,20-49,female
10841,0-19,female
10842,50-up,male
10843,50-up,male
10844,50-up,female
10845,20-49,male
10846,0-19,male
10847,50-up,female
10848,0-19,female
10849,0-19,female
10850,0-19,female
10851,0-19,undefined
10852,0-19,male
10853,50-up,male
10854,0-19,female
10855,20-49,undefined
10856,50-up,male
10857,50-up,male
10858,0-19,female
10859,0-19,undefined
10860,50-up,undefined
10861,50-up,male
10862,20-49,female
10863,0-19,female
10864,50-up,male
10865,50-up,female
10866,50-up,male
10867,50-up,female
10868,0-19,female
10869,0-19,female
10870,50-up,female
10871,50-up,female
10872,50-up,female
10873,20-49,female
10874,0-19,male
10875,0-19,male
10876,50-up,female
10877,20-49,female
10878,50-up,female
10879,0-19,male
10880,50-up,female
10881,50-up,female
10882,50-up,female
10883,0-19,male
10884,20-49,female
10885,20-49,female
10886,0-19,female
10887,0-19,female
10888,0-19,female
10889,0-19,male
10890,20-49,female
10891,50-up,male
10892,0-19,male
10893,0-19,female
10894,20-49,undefined
10895,0-19,undefined
10896,0-19,female
10897,0-19,undefined
10898,0-19,female
10899,0-19,male
10900,50-up,undefined
10901,0-19,undefined
10902,0-19,undefined
10903,0-19,female
10904,0-19,undefined
10905,50-up,male
10906,0-19,male
10907,20-49,male
10908,20-49,undefined
10909,50-up,male
10910,0-19,female
10911,0-19,male
10912,50-up,male
10913,50-up,undefined
10914,0-19,female
10915,50-up,undefined
10916,50-up,male
10917,50-up,male
10918,0-19,male
10919,20-49,male
10920,0-19,undefined
10921,0-19,male
10922,0-19,female
10923,50-up,female
10924,0-19,undefined
10925,20-49,female
10926,50-up,male
10927,50-up,female
10928,50-up,male
10929,50-up,female
10930,50-up,undefined
10931,0-19,undefined
10932,0-19,male
10933,0-19,female
10934,0-19,male
10935,0-19,male
10936,0-19,female
10937,50-up,female
10938,50-up,undefined
10939,20-49,undefined
10940,0-19,male
10941,0-19,male
10942,20-49,female
10943,0-19,female
10944,0-19,female
10945,50-up,male
10946,50-up,undefined
10947,50-up,undefined
10948,0-19,male
10949,50-up,undefined
10950,20-49,male
10951,50-up,female
10952,0-19,male
10953,0-19,undefined
10954,0-19,female
10955,0-19,male
10956,50-up,male
10957,0-19,male
10958,0-19,female
10959,0-19,undefined
10960,0-19,undefined
10961,0-19,male
10962,0-19,undefined
10963,0-19,male
10964,50-up,female
10965,0-19,male
10966,50-up,female
10967,0-19,male
10968,0-19,male
10969,50-up,male
10970,0-19,male
10971,50-up,female
10972,0-19,male
10973,20-49,female
10974,20-49,male
10975,0-19,male
10976,0-19,undefined
10977,50-up,female
10978,0-19,female
10979,20-49,female
10980,0-19,female
10981,0-19,undefined
10982,50-up,male
10983,0-19,male
10984,0-19,undefined
10985,0-19,female
10986,50-up,female
10987,0-19,female
10988,50-up,undefined
10989,0-19,male
10990,20-49,undefined
10991,20-49,male
10992,50-up,male
10993,50-up,female
10994,50-up,male
10995,0-19,female
10996,0-19,undefined
10997,50-up,female
10998,20-49,female
10999,0-19,male
11000,50-up,male
11001,0-19,undefined
11002,0-19,female
11003,20-49,male
11004,50-up,female
11005,50-up,male
11006,50-up,male
11007,50-up,female
11008,50-up,male
11009,0-19,female
11010,50-up,female
11011,0-19,female
11012,0-19,female
11013,0-19,female
11014,50-up,undefined
11015,0-19,male
11016,0-19,male
11017,50-up,male
11018,50-up,female
11019,0-19,female
11020,0-19,male
11021,0-19,female
11022,50-up,male
11023,50-up,male
11024,20-49,female
11025,50-up,female
11026,50-up,male
11027,20-49,female
11028,0-19,male
11029,50-up,male
11030,0-19,male
11031,50-up,undefined
11032,50-up,male
11033,0-19,male
11034,50-up,undefined
11035,0-19,undefined
11036,50-up,female
11037,0-19,male
11038,0-19,undefined
11039,50-up,female
11040,0-19,female
11041,0-19,male
11042,0-19,male
11043,0-19,female
11044,50-up,undefined
11045,0-19,female
11046,20-49,female
11047,0-19,male
11048,0-19,female
11049,20-49,male
11050,0-19,female
11051,0-19,male
11052,0-19,female
11053,50-up,male
11054,0-19,male
11055,0-19,female
11056,50-up,female
11057,50-up,male
11058,50-up,female
11059,0-19,female
11060,0-19,male
11061,0-19,female
11062,0-19,male
11063,0-19,female
11064,50-up,male
11065,20-49,male
11066,0-19,undefined
11067,0-19,male
11068,50-up,female
11069,0-19,male
11070,0-19,female
11071,50-up,female
11072,20-49,male
11073,50-up,female
11074,50-up,male
11075,0-19,undefined
11076,0-19,male
11077,20-49,male
11078,0-19,female
11079,50-up,undefined
11080,50-up,male
11081,50-up,undefined
11082,50-up,undefined
11083,20-49,male
11084,0-19,male
11085,50-up,undefined
11086,50-up,male
11087,0-19,male
11088,0-19,female
11089,0-19,male
11090,20-49,female
11091,50-up,male
11092,50-up,male
11093,50-up,undefined
11094,50-up,male
11095,20-49,female
11096,50-up,male
11097,50-up,female
11098,50-up,male
11099,0-19,female
11100,0-19,male
11101,50-up,undefined
11102,0-19,female
11103,50-up,undefined
11104,50-up,male
11105,50-up,female
11106,50-up,undefined
11107,50-up,male
11108,0-19,undefined
11109,0-19,female
11110,0-19,undefined
11111,20-49,male
11112,0-19,male
11113,0-19,female
11114,0-19,female
11115,0-19,undefined
11116,0-19,male
11117,50-up,undefined
11118,0-19,female
11119,20-49,undefined
11120,0-19,female
11121,0-19,male
11122,50-up,female
11123,50-up,female
11124,50-up,undefined
11125,0-19,male
11126,0-19,male
11127,0-19,female
11128,0-19,male
11129,0-19,female
11130,20-49,male
11131,0-19,undefined
11132,0-19,male
11133,0-19,female
11134,50-up,male
11135,50-up,male
11136,0-19,female
11137,0-19,male
11138,50-up,male
11139,20-49,undefined
11140,50-up,male
11141,50-up,undefined
11142,0-19,male
11143,50-up,female
11144,50-up,male
11145,0-19,male
11146,0-19,undefined
11147,0-19,male
11148,0-19,male
11149,20-49,male
11150,20-49,undefined
11151,50-up,female
11152,0-19,undefined
11153,20-49,female
11154,0-19,male
11155,50-up,undefined
11156,50-up,female
11157,0-19,male
11158,0-19,male
11159,0-19,male
11160,0-19,female
11161,50-up,male
11162,0-19,undefined
11163,50-up,male
11164,0-19,undefined
11165,0-19,male
11166,20-49,male
11167,0-19,male
11168,0-19,female
11169,0-19,undefined
11170,0-19,male
11171,50-up,male
11172,0-19,male
11173,0-19,female
11174,0-19,male
11175,0-19,undefined
11176,50-up,female
11177,50-up,female
11178,0-19,male
11179,0-19,undefined
11180,50-up,male
11181,50-up,male
11182,0-19,female
11183,50-up,female
11184,50-up,male
11185,0-19,female
11186,20-49,female
11187,0-19,male
11188,50-up,female
11189,0-19,female
11190,50-up,male
11191,20-49,female
11192,50-up,female
11193,50-up,male
11194,50-up,male
11195,0-19,male
11196,50-up,undefined
11197,50-up,male
11198,0-19,male
11199,50-up,female
11200,0-19,male
11201,20-49,male
11202,0-19,male
11203,0-19,undefined
11204,50-up,male
11205,20-49,undefined
11206,50-up,male
11207,0-19,female
11208,20-49,female
11209,0-19,undefined
11210,0-19,undefined
11211,20-49,male
11212,0-19,female
11213,20-49,male
11214,0-19,female
11215,0-19,male
11216,50-up,female
11217,50-up,male
11218,0-19,undefined
11219,0-19,female
11220,50-up,female
11221,0-19,female
11222,0-19,undefined
11223,0-19,female
11224,0-19,undefined
11225,0-19,male
11226,50-up,male
11227,50-up,undefined
11228,0-19,male
11229,0-19,male
11230,0-19,male
11231,0-19,female
11232,20-49,female
